Name,Aired,Broadcast,Duration,Status,Type,Premiered,Episodes,Rating,Genres,Licensors,Producers,Studios,Members,Favorites
Zunda Horizon,"Mar 11, 2017",none,00:23:00,Finished Airing,Movie,none,1,PG 13,Gourmet,none,"Studio Mausu,Imagine","WAO World,Studio Live",1845,3
Warai no Show Gakkou,"Mar 30, 2009 to Mar 8, 2010",none,00:01:00,Finished Airing,TV,Spring 2009,20,PG,Comedy,none,"Opera House,Milky Cartoon,NHK",none,233,0
Stitch! Perfect Memory,"Aug 7, 2015",none,00:45:00,Finished Airing,Special,none,1,G,"Adventure,Sci-Fi,Comedy",none,none,Shin-Ei Animation,652,0
Seto no Hanayome OVA Specials,"2008-11-03,2009-01-05",none,40 sec. per ep.,Finished Airing,Special,none,2,PG 13,Comedy,none,none,Gonzo,12782,2
Tasogare Otome x Amnesia: Taima Otome,2012-11-28,none,00:24:00,Finished Airing,Special,none,1,R 17,"Mystery,Supernatural,Romance,Horror",Sentai Filmworks,none,SILVER LINK.,77979,110
Shin Koihime†Musou,"2009-10-05,2009-12-21",Unknown,00:24:00,Finished Airing,TV,Fall 2009,12,R+,"Comedy,Fantasy,Ecchi",Sentai Filmworks,Marvelous,Doga Kobo,31476,41
Night Wizard,"2007-10-03,2007-12-26",Unknown,00:25:00,Finished Airing,TV,Fall 2007,13,PG 13,"Adventure,Fantasy",none,TYO,Hal Film Maker,36181,53
Iketeru Futari,"1999-02-02,1999-02-26",Unknown,00:08:00,Finished Airing,TV,Winter 1999,16,R+,"Romance,Comedy,Ecchi",none,TBS,J.C.Staff,19088,29
Gu-Gu Ganmo,"1984-03-18,1985-03-17","sun,19:00:00",00:25:00,Finished Airing,TV,Spring 1984,50,G,"Comedy,Slice of Life",none,none,Toei Animation,1119,2
Kimera,"Jul 31, 1996",none,00:47:00,Finished Airing,OVA,none,1,R+,"Action,Horror,Supernatural,Sci-Fi,Boys Love",ADV Films,Studio Tulip,animate Film,7811,9
Yami Shibai 6,"2018-07-07,2018-09-29","sat,04:00:00",00:04:00,Finished Airing,TV,Summer 2018,13,PG 13,"Supernatural,Horror,Avant Garde",none,TV Tokyo,ILCA,20938,5
"Dragon Ball Z Movie 15: Fukkatsu no ""F""",2015-04-18,None,01:47:00,Finished Airing,Movie,None,1,PG 13,Action Fantasy Comedy Adventure,Funimation,Fuji TV Evil Line Records Bandai,Toei Animation,172177,127
The Legend of Huainanzi 2nd Season,2014-03-03,none,00:22:00,Finished Airing,TV,?,26,G,"Adventure,Fantasy",none,CCTV Animation,none,243,0
Haha no Supporter,2016-12-13,none,00:04:00,Finished Airing,ONA,none,1,G,Drama,none,none,"add some,None found,",499,1
Toaru Kagaku no Railgun T,"2020-01-10,2020-09-25","fri,22:00:00",00:24:00,Finished Airing,TV,Winter 2020,25,R 17,"Action,Sci-Fi,Fantasy",Funimation,"AT-X,Square Enix,Kadokawa,Movic,NBCUniversal Entertainment Japan,Warner Bros. Japan",J.C.Staff,220696,3223
Golgo 13: Queen Bee,1998-05-21,none,00:56:00,Finished Airing,OVA,none,1,R+,"Adventure,Drama,Action",Urban Vision,none,"Filmlink International,Tezuka Productions",10057,9
Time Bokan 2000: Kaitou Kiramekiman,"Apr 5, 2000 to Oct 4, 2000",none,00:25:00,Finished Airing,TV,Spring 2000,26,PG 13,"Adventure,Action,Sci-Fi,Comedy",none,"Yomiuri Advertising,TV Tokyo",Tatsunoko Production,1000,1
X,"2001-10-03,2002-03-27","wed,18:30:00",00:24:00,Finished Airing,TV,Fall 2001,24,R+,"Fantasy,Drama,Action,Romance","Funimation,Geneon Entertainment USA","d-rights,Kadokawa Shoten,chara-ani.com,Bandai Visual",Madhouse,80486,759
Slayers Specials,1996-07-25 1997-05-25,None,00:29:00,Finished Airing,OVA,None,3,PG 13,Comedy Fantasy Adventure,ADV Films,Kadokawa Shoten Marubeni,J.C.Staff,19254,21
Nine,1983-05-04,none,01:11:00,Finished Airing,Special,none,1,PG 13,"Sports,Action",none,Fuji TV,Group TAC,880,3
Yami no Matsuei,2000-10-02 2000-12-18,None,00:23:00,Finished Airing,TV,Fall 2000,13,R 17,Comedy Drama Horror Fantasy Boys Love,Discotek Media Central Park Media,Starchild Records Movic,J.C.Staff,54413,392
Doraemon Movie 12: Nobita no Dorabian Nights,1991-03-09,none,01:40:00,Finished Airing,Movie,none,1,PG,"Comedy,Fantasy,Adventure",none,none,"None found,,add some",11237,5
Arata Kangatari,"2013-04-09,2013-07-02","tue,02:05:00",00:24:00,Finished Airing,TV,Spring 2013,12,PG 13,"Adventure,Fantasy",none,"Lantis,JM Animation,TV Tokyo,Sotsu",Satelight,71313,62
Estab-Life: Great Escape,"2022-04-07,2022-06-23","thur,00:55:00",00:22:00,Finished Airing,TV,Spring 2022,12,PG 13,Sci-Fi,none,"Rakuten,GAGA,Square Enix,Crunchyroll,Slow Curve,Dentsu,Fuji TV,BS Fuji",Polygon Pictures,10818,44
Bishoujo Senshi Sailor Moon SuperS,"1995-03-04,1996-03-02","sat,19:00:00",00:24:00,Finished Airing,TV,Spring 1995,39,PG 13,"Fantasy,Romance","VIZ Media,Geneon Entertainment USA","Toei Advertising,TV Asahi",Toei Animation,115131,516
Doraemon and Itchy the Stray,1987-01-02,none,00:22:00,Finished Airing,Special,none,1,PG,"Comedy,Sci-Fi",none,Asatsu DK,"None found,,add some",1832,1
Amagi Brilliant Park: Nonbirishiteiru Hima ga Nai!,2015-06-26,none,00:23:00,Finished Airing,Special,none,1,PG 13,"Comedy,Fantasy",Sentai Filmworks,none,Kyoto Animation,95099,32
Hajime no Ippo: Rising,"2013-10-06,2014-03-30","sun,01:35:00",00:22:00,Finished Airing,TV,Fall 2013,25,PG 13,Sports,none,"Nippon Television Network,Kodansha,VAP","MAPPA,Madhouse",243341,1204
Mirai no Mirai,2018-07-20,none,01:38:00,Finished Airing,Movie,none,1,G,"Fantasy,Drama,Adventure","NYAV Post,GKIDS","D.N. Dream Partners,Sonilude,Nippon Television Network,Toho,NTT Docomo,Kadokawa",Studio Chizu,134531,341
Kino no Tabi: The Beautiful World - The Animated Series,"2017-10-06,2017-12-22","5,22:00:00",00:23:00,Finished Airing,TV,Fall 2017,12,R 17,"Adventure,Slice of Life,Action",Funimation,"NBCUniversal Entertainment Japan,ASCII Media Works,Movic,Crunchyroll SC Anime Fund,Magic Capsule,Egg Firm",Lerche,197689,1030
Xing Da Donghua Xilie: Shuguo Leyuan,2012 to ?,none,00:13:00,Finished Airing,TV,?,26,PG,none,none,none,none,42,0
Sasami: Mahou Shoujo Club 2,"2006-10-05,2007-01-11",Unknown,00:25:00,Finished Airing,TV,Fall 2006,13,PG,Fantasy,Funimation,"VAP,BeSTACK,AIC",AIC Spirits,4432,4
Inazuma Eleven Go: TCG CM NG-shuu,2012-11-22,None,00:06:00,Finished Airing,Special,None,1,G,Comedy,"None found, add some","None found, add some",OLM,3313,1
Kyoudai Koguma,1932-01-01,none,00:11:00,Finished Airing,Movie,none,1,G,Adventure,none,none,none,437,0
Amagami SS: Tachibana Miya-hen - Imouto,2011-04-29,none,00:24:00,Finished Airing,Special,none,1,PG 13,none,Sentai Filmworks,Pony Canyon,AIC,53744,26
Steady x Study,"May 26, 2004",none,00:24:00,Finished Airing,OVA,none,1,PG 13,Romance,none,Idea Factory,none,941,0
Mutant Turtles: Choujin Densetsu-hen,"May 21, 1996",none,00:28:00,Finished Airing,OVA,none,2,PG,"Adventure,Sci-Fi,Action,Comedy",none,Nippon Columbia,Bee Media,3055,9
30-pun de Wakaru! Love Live! Superstar!!,2022-05-14,none,00:34:00,Finished Airing,ONA,none,1,PG 13,none,none,none,"None found,,add some",641,0
Itoshi no Muco,"2015-10-03,2016-03-26","sat,09:14:00",00:12:00,Finished Airing,TV,Fall 2015,25,PG,"Comedy,Slice of Life",none,none,DLE,7208,24
Shin Mazinger Shougeki! Z-hen,"2009-04-04,2009-09-26",Unknown,00:23:00,Finished Airing,TV,Spring 2009,26,R 17,"Action,Drama",Discotek Media,"Dynamic Planning,Lantis","Bee Media,Code",15284,165
Shounen Sunday CM: Detective Conan,1995-08-01,none,28 sec.,Finished Airing,Special,none,1,G,Mystery,none,none,none,1424,2
Tomodachi Miitsuketa,Not available,none,00:16:00,Finished Airing,OVA,none,1,G,Fantasy,none,none,none,135,0
Ikkitousen: Extravaganza Epoch,"2014-12-21,2014-12-28",none,00:25:00,Finished Airing,OVA,none,2,R+,"Ecchi,Action",none,Media Factory,Arms,14756,10
Stone,1975-01-01,none,00:07:00,Finished Airing,Movie,none,1,G,Avant Garde,none,none,none,739,0
Brave Fire S0.9,"Apr 29, 1987",none,00:06:00,Finished Airing,Special,none,1,None,Sci-Fi,none,Tezuka Productions,none,612,1
Love♥Love? Specials,"Jul 14, 2004 to Sep 1, 2004",none,00:14:00,Finished Airing,Special,none,4,R+,"Romance,Comedy,Ecchi",Maiden Japan,m.o.e.,"Studio Live,Imagin",5360,0
Digimon Adventure tri. 3: Kokuhaku,2016-09-24,None,01:45:00,Finished Airing,Movie,None,1,PG 13,Drama Comedy Action Adventure,Shout! Factory,Bandai Ai Addiction,Toei Animation,71670,86
Washimo Special: Chikyuu no Mirai wo Sukue! Washimo vs Washija,"Mar 21, 2022",none,01:00:00,Finished Airing,Special,none,1,G,"Comedy,Sci-Fi",none,none,none,82,0
Keroro Gunsou: Mushakero Ohirome Sengoku Ranstar Dai Battle,2008-03-01,none,00:14:00,Finished Airing,Special,none,1,PG,"Comedy,Action",none,Kadokawa Pictures Japan,Sunrise,1423,2
Fairy Ngoo,"Apr 10, 2019 to May 1, 2019",none,00:02:00,Finished Airing,ONA,none,4,PG 13,"Supernatural,Fantasy,Comedy",none,none,TOHO animation,2380,2
Tenchi Muyou! Ryououki 3rd Season: Tenchi Seirou naredo Namitakashi?,2005-09-14,none,00:30:00,Finished Airing,OVA,none,1,PG 13,"Comedy,Sci-Fi,Action",Funimation,VAP,AIC,11577,15
Kekkai Sensen & Beyond: Zapp Renfro Ingaouhouchuu!!/Baccardio no Shizuku,2018-07-04,none,00:25:00,Finished Airing,OVA,none,1,R 17,"Fantasy,Comedy,Action",none,none,Bones,26308,8
Tu Xiao Bei Shi Wan Ge Weisheme,2017 to ?,none,00:02:00,Finished Airing,ONA,none,63,PG,none,none,none,none,36,0
Boku no Hero Academia the Movie 2: Heroes:Rising,2019-12-20,none,01:44:00,Finished Airing,Movie,none,1,PG 13,Action,Funimation,"Toho,Toho Music,Dentsu,Yomiuri Telecasting,Shueisha,Nippon Television Network,Sony Music Entertainment,Movic",Bones,541689,1799
Tales of Zestiria: Doushi no Yoake,2014-12-30,none,00:44:00,Finished Airing,Special,none,1,PG 13,Fantasy,none,none,ufotable,42887,57
Ultraman Final,2023-05-11,none,00:25:00,Finished Airing,ONA,none,12,R 17,"Sci-Fi,Action",none,Tsuburaya Productions,"Production I.G,Sola Digital Arts",3824,13
Dennou Coil Recaps,"2007-08-25,2007-11-03",none,00:57:00,Finished Airing,Special,none,2,G,"Comedy,Mystery,Drama,Adventure,Sci-Fi",none,"Tokuma Shoten,NHK",Madhouse,2530,0
Toradora! Recap,2009-04-30,none,00:29:00,Finished Airing,OVA,none,1,PG 13,"Comedy,Romance",none,none,J.C.Staff,62959,65
Eko Eko Azarak,"Jan 30, 2007",none,00:24:00,Finished Airing,OVA,none,1,None,"Horror,Fantasy",none,none,Toei Animation,766,1
Miracle Shoujo Limit-chan,"Oct 1, 1973 to Mar 25, 1974",Mondays at 19:00 (JST),00:24:00,Finished Airing,TV,Fall 1973,25,G,"Comedy,Sci-Fi",none,TV Asahi,Toei Animation,919,1
Joshikousei: Girls High,"2006-04-04,2006-06-20","tue,01:30:00",00:24:00,Finished Airing,TV,Spring 2006,12,PG 13,"Comedy,Drama,Slice of Life,Ecchi",Media Blasters,"Futabasha,Geneon Universal Entertainment,Genco,Showgate",Arms,36792,67
Mr. Shape: High Touch Taisou,"May 11, 2015",none,00:03:00,Finished Airing,ONA,none,1,G,none,none,KOO-KI,none,280,0
Wan Jie Shen Zhu 2nd Season,"2020-02-01,2020-07-08",none,00:09:00,Finished Airing,ONA,none,48,PG 13,"Adventure,Fantasy",none,none,Ruo Hong Culture,1339,4
Sylvanian Families: Freya no Go for Dream!,2023-07-06,Thursdays at 19:22 (JST),00:11:00,Currently Airing,TV,Summer 2023,13,G,Slice of Life,none,none,none,58,0
Daicon Opening Animations,"1981-08-22,1983-08-20",none,00:05:00,Finished Airing,Special,none,2,PG,"Action,Sci-Fi,Adventure",none,none,Gainax,20019,186
Wai Shuo Si Da Mingzhu: Wai Shuo Honglou,Not available,none,00:06:00,Finished Airing,Special,none,1,G,"Comedy,Fantasy",none,none,none,50,0
Shinsetsu Kachikachi Yama,1936-11-01,none,00:06:00,Finished Airing,Movie,none,1,G,"Action,Fantasy",none,none,none,782,0
Mother: Saigo no Shoujo Eve,"Dec 26, 1993",none,01:15:00,Finished Airing,Movie,none,1,PG 13,"Adventure,Drama,Sci-Fi",none,none,Toei Animation,1502,2
Slime-tachi no Idobata Kaigi 2nd Season,"Dec 19, 2022 to Mar 25, 2023",none,00:01:00,Finished Airing,ONA,none,14,PG 13,"Comedy,Fantasy",none,none,AQUA ARIS,2828,7
Double Circle,"Dec 19, 2013 to Sep 26, 2014",none,00:06:00,Finished Airing,ONA,none,6,PG 13,Sci-Fi,none,Toshiba Entertainment,none,5674,4
Pianoman,2020-01-17,None,00:05:00,Finished Airing,ONA,None,1,PG 13,Fantasy,"None found, add some","None found, add some",Echoes,1345,1
Ibarahime Mata wa Nemurihime,1990,none,00:21:00,Finished Airing,Movie,none,1,R+,"Award Winning,Drama",none,Kawamoto Productions,"add some,None found,",1251,4
Love Kome: We Love Rice Nikisaku,"Oct 6, 2017 to Dec 23, 2017","fri,02:59:00",00:04:00,Finished Airing,TV,Fall 2017,12,PG 13,"Gourmet,Slice of Life",none,Just Production,Encourage Films,4250,1
Prism Ark Specials,"2007-12-21,2008-05-23",none,00:04:00,Finished Airing,Special,none,6,R+,"Fantasy,Comedy,Drama,Action",none,"Pencil,Front Line","add some,None found,",2277,0
Chihayafuru 2: Waga Miyo ni Furu Nagame Shima ni,2013-09-13,None,00:22:00,Finished Airing,OVA,None,1,PG 13,Comedy,"None found, add some",VAP,Madhouse,43191,29
Yoroshiku Mechadock,"1984-09-01,1985-03-30","sat,18:30:00",00:23:00,Finished Airing,TV,Fall 1984,30,PG 13,"Action,Comedy,Mystery",Sentai Filmworks,none,Tatsunoko Production,2549,10
Animagear,"Jul 1, 2019",none,42 sec.,Finished Airing,ONA,none,1,G,none,none,none,none,413,0
Makoto-chan,"Jul 26, 1980",none,01:24:00,Finished Airing,Movie,none,1,R+,Comedy,none,none,Tokyo Movie Shinsha,871,2
Heibai Wushang,"2015-07-09,2016-02-25",none,00:10:00,Finished Airing,ONA,none,12,PG 13,"Supernatural,Comedy,Action",none,none,Wawayu Animation,9986,20
Jigoku Shoujo: Yoi no Togi,"2017-07-15,2017-08-19","sat,00:00:00",00:23:00,Finished Airing,TV,Summer 2017,6,R 17,"Supernatural,Mystery,Horror",Aniplex of America,"Fujishouji,Aniplex",Studio Deen,58595,76
Shisha no Teikoku,2015-10-02,none,02:00:00,Finished Airing,Movie,none,1,R 17,Sci-Fi,Funimation,none,Wit Studio,81231,265
Touhou Niji Sousaku Doujin Anime: Musou Kakyou,"Dec 29, 2008 to ?",none,00:22:00,Currently Airing,OVA,none,0,PG 13,Fantasy,none,Maikaze,"None found,,add some",38617,262
Paprika,2006-11-25,none,01:30:00,Finished Airing,Movie,none,1,R+,"Suspense,Award Winning,Avant Garde,Horror,Mystery,Sci-Fi,Fantasy",none,"Cyclone Graphics,Sony Pictures Entertainment",Madhouse,513302,4431
Metamon to! Oyasumi Mokurou,"Jan 14, 2022",none,00:02:00,Finished Airing,ONA,none,1,PG,Comedy,none,none,none,557,2
Wuzi Pao: Yuanziya Baowei Zhan,"Aug 31, 2015 to Sep 2, 2015",none,00:28:00,Finished Airing,Special,none,3,G,Drama,none,none,none,46,0
Xiao Huli Faming Ji,2011 to ?,none,00:22:00,Finished Airing,TV,?,52,PG,none,none,none,none,77,0
Bakumatsu Crisis,"Apr 5, 2019 to Jun 21, 2019",Fridays at 01:58 (JST),00:24:00,Finished Airing,TV,Spring 2019,12,PG 13,Action,none,"TBS,MAGES.,FuRyu",Studio Deen,12029,16
Hakuouki: Sekkaroku,2011-08-05 2012-06-27,None,00:23:00,Finished Airing,OVA,None,6,PG 13,Fantasy Drama Action,Sentai Filmworks,None,Studio Deen,27368,77
Aria the Benedizione,2021-12-03,none,01:00:00,Finished Airing,Movie,none,1,PG 13,"Slice of Life,Sci-Fi,Fantasy",none,"Rakuonsha,Shochiku,flying DOG",J.C.Staff,6630,26
Shakugan no Shana S,2009-10-23 2010-09-29,None,00:28:00,Finished Airing,OVA,None,4,PG 13,Fantasy Drama Action Romance,Funimation,ASCII Media Works Showgate Geneon Universal Entertainment,J.C.Staff,83170,101
Hello Kitty no Hakuchou no Ouji,"Sep 21, 2001",none,00:15:00,Finished Airing,OVA,none,1,G,Fantasy,none,Sanrio,none,616,0
eX-Driver the Movie Specials,2002-10-25,none,00:03:00,Finished Airing,Special,none,3,PG 13,Comedy,Geneon Entertainment USA,"Genco,Bandai Visual","add some,None found,",1182,1
Yuan Long,"2020-07-11,2020-10-03",none,00:18:00,Finished Airing,ONA,none,16,PG 13,"Fantasy,Action,Adventure",none,bilibili,CG Year,3975,35
Detective Conan OVA 05: The Target is Kogoro! The Detective Boys' Secret Investigation,2005,none,00:23:00,Finished Airing,OVA,none,1,PG 13,"Comedy,Mystery,Adventure",none,none,TMS Entertainment,13999,4
Tennis no Ouji-sama: Mini Theater,2009-12-22,none,00:02:00,Finished Airing,Special,none,3,PG 13,Comedy,none,M.S.C,"None found,,add some",4443,2
Eve no Jikan (Movie),2010-03-06,none,01:46:00,Finished Airing,Movie,none,1,PG 13,"Slice of Life,Sci-Fi","Pied Piper,NYAV Post","Code,Directions",Studio Rikka,122489,585
Mob Psycho 100: Dai Ikkai Rei toka Soudansho Ian Ryokou - Kokoro Mitasu Iyashi no Tabi,2019-09-25,none,00:24:00,Finished Airing,OVA,none,1,PG 13,"Action,Supernatural,Comedy",none,"KlockWorx,Shogakukan,BS Fuji,Warner Bros. Japan,Hakuhodo DY Music & Pictures",Bones,98976,80
Mighty Orbots,"Sep 8, 1984 to Dec 15, 1984",none,00:23:00,Finished Airing,TV,Fall 1984,13,G,"Adventure,Sci-Fi,Comedy",none,none,Tokyo Movie Shinsha,858,1
Bio Hunter,"Dec 8, 1995",none,00:58:00,Finished Airing,OVA,none,1,R+,"Action,Horror",Urban Vision,BMG Japan,Madhouse,14041,11
Chicchana Yukitsukai Sugar Specials,"2003-08-21,2003-08-28",none,00:24:00,Finished Airing,Special,none,2,G,"Slice of Life,Comedy","Geneon Entertainment USA,Sentai Filmworks","Pioneer LDC,Broccoli,TBS,Kadokawa Shoten",J.C.Staff,5450,6
ClassicaLoid 2nd Season,"2017-10-07,2018-03-24","sat,17:35:00",00:24:00,Finished Airing,TV,Fall 2017,25,PG 13,Comedy,Sentai Filmworks,"Bandai Namco Pictures,NHK",Sunrise,7216,16
Uchuu Senkan Yamato Pilot Film,"Jul 27, 1990",none,00:09:00,Finished Airing,Special,none,1,PG 13,Sci-Fi,none,none,none,1226,0
Hyper-Psychic Geo Garaga,"Oct 21, 1989",none,01:40:00,Finished Airing,Movie,none,1,R 17,"Action,Adventure,Sci-Fi",Central Park Media,Asmik Ace,"Aubec,Anime R",1804,3
Tensai Eri-chan Kingyo wo Tabeta,"Apr 26, 1997",none,01:00:00,Finished Airing,Movie,none,1,G,"Slice of Life,Comedy",none,Victor Entertainment,none,230,0
"Saikin, Imouto no Yousu ga Chotto Okashiinda ga. OVA",2014-06-30,none,00:23:00,Finished Airing,OVA,none,1,PG 13,"Romance,Comedy,Ecchi,Supernatural",none,none,Project No.9,28849,7
Crayon Shin-chan Movie 02: Buriburi Oukoku no Hihou,1994-04-23,none,01:33:00,Finished Airing,Movie,none,1,G,"Adventure,Comedy,Action",none,"TV Asahi,Imagine,Asatsu DK",Shin-Ei Animation,8739,11
Gravity Daze The Animation: Ouverture,2016-12-26,none,00:19:00,Finished Airing,OVA,none,1,PG 13,"Fantasy,Sci-Fi,Action",none,none,Khara,5013,11
Saru Getchu: On Air 2nd,"Oct 7, 2006 to Sep 29, 2007",none,00:10:00,Finished Airing,TV,Fall 2006,51,PG,"Romance,Adventure,Fantasy,Comedy",none,none,Xebec,677,0
Ie Naki Ko,"1977-10-02,1978-10-01",Unknown,00:24:00,Finished Airing,TV,Fall 1977,51,G,"Drama,Slice of Life,Adventure",none,ImaginAsian Entertainment,"TMS Entertainment,Madhouse",14942,269
Tadaima! Chibi Godzilla Season 2,"Dec 2, 2020 to Feb 24, 2021",none,30 sec. per ep.,Finished Airing,ONA,none,13,G,"Fantasy,Slice of Life",none,none,none,352,0
Sui Cheng Li Xin: Guiyu Zhou Yuan,"Dec 8, 2014",none,00:04:00,Finished Airing,ONA,none,1,R 17,Action,none,none,none,83,1
Sonic: Night of the WereHog,2008-11-01,none,00:11:00,Finished Airing,ONA,none,1,G,Action,none,Sega,Marza Animation Planet,8570,21
Junketsu no Maria,"2015-01-11,2015-03-29","sun,22:30:00",00:24:00,Finished Airing,TV,Winter 2015,12,R 17,"Fantasy,Comedy,Romance",Funimation,"Bandai Visual,Kodansha,I Will,Lantis",Production I.G,150261,234
Gokuu no Daibouken,"1967-01-07,1967-09-30",Unknown,00:25:00,Finished Airing,TV,Winter 1967,39,G,"Comedy,Fantasy",none,Fuji TV,Mushi Production,1012,3
Burn the Witch,2020-10-02,none,00:21:00,Finished Airing,Movie,none,3,PG 13,"Fantasy,Action",VIZ Media,"Bandai Namco Arts,Shueisha,Twin Engine","team Yamahitsuji,Studio Colorido",221955,583
Fuuka,"2017-01-06,2017-03-24","fri,22:00:00",00:24:00,Finished Airing,TV,Winter 2017,12,R+,"Romance,Ecchi,Drama","Funimation,Crunchyroll","Magic Capsule,flying DOG,Studio Tulip,Warner Bros. Japan",Diomedéa,290035,881
Mr. Pen Pen II,"Dec 29, 1986",none,00:46:00,Finished Airing,Special,none,1,PG,Comedy,none,none,none,487,0
Sinbad: Soratobu Hime to Himitsu no Shima Pilot,"Dec 16, 2015",none,00:02:00,Finished Airing,Special,none,1,G,Adventure,none,none,Nippon Animation,584,0
Genius Party Beyond,2008-10-11,none,00:16:00,Finished Airing,Movie,none,5,R 17,"Fantasy,Sci-Fi,Avant Garde",GKIDS,Beyond C.,Studio 4°C,20046,68
Glass no Usagi,2005-09-09,none,01:24:00,Finished Airing,Movie,none,1,PG,none,none,"Kyodo Eiga,Tokyo MX,GoGo Visual Planning",Magic Bus,2480,0
Chikyuu Bouei Kigyou Dai-Guard,"1999-10-05,2000-03-28","tue,18:00:00",00:25:00,Finished Airing,TV,Fall 1999,26,PG 13,"Adventure,Comedy,Sci-Fi","Discotek Media,ADV Films","Sotsu,TV Tokyo Music",Xebec,9313,32
"Kanojo, Okarishimasu Petit","Jul 17, 2020 to Oct 1, 2020",none,00:01:00,Finished Airing,ONA,none,14,PG 13,Comedy,none,Jinnan Studio,AQUA ARIS,19910,46
Cencoroll Connect,2019-06-29,none,01:15:00,Finished Airing,Movie,none,1,PG 13,"Sci-Fi,Action",Aniplex of America,Aniplex,Think Corporation,38657,78
Wengzhong  Zhuobie,1948-01-01,none,00:07:00,Finished Airing,Movie,none,1,G,none,none,none,none,84,0
Eievui to Colorful Friends,2017-05-08,none,00:01:00,Finished Airing,ONA,none,1,G,Slice of Life,none,Nintendo,"add some,None found,",2861,4
Anitore! XX: Hitotsu Yane no Shita de,"Oct 5, 2016 to Dec 21, 2016",Wednesdays at 22:43 (JST),00:04:00,Finished Airing,TV,Fall 2016,12,PG 13,"Sports,Comedy",none,"F.M.F,Smiral Animation",Rising Force,15105,10
Ninja Senshi Tobikage,1985-10-06 1986-07-27,None,00:24:00,Finished Airing,TV,Fall 1985,43,PG 13,Action Sci-Fi Adventure,Discotek Media,"None found, add some",Pierrot,4735,19
Carole & Tuesday Specials,"Jun 28, 2019 to Oct 16, 2019",none,00:01:00,Finished Airing,ONA,none,8,PG 13,Comedy,none,none,Bones,6046,5
Pa-Pa-Pa the ★ Movie: Perman - Tako de Pon! Ashi wa Pon!,2004-03-06,none,00:32:00,Finished Airing,Movie,none,1,PG,"Comedy,Adventure",none,none,Shin-Ei Animation,600,0
Teddy,2005-01-01,none,00:04:00,Finished Airing,Movie,none,1,G,Slice of Life,none,Takun Manga Box,none,364,0
Mini Hama: Minimum Hamatora Movies,2015-11-14,none,00:05:00,Finished Airing,Movie,none,2,PG 13,"Comedy,Mystery",none,none,Lerche,2954,1
Wasure-boshi,"Jul 3, 2013",none,00:05:00,Finished Airing,ONA,none,1,G,Fantasy,none,none,none,1101,0
